id, user_id ,name,address,phone,email,TIN
1,1,MKOMENI,IGUNGA,,,
2,1,NICCO KOWERO,KISHAPU 'A',,,
3,1,Kapama,KISHAPU 'B',,,
4,1,Nkuba,MASWA 'A',,,
5,1,SYLIVESTER MAJINGWA,MASWA 'B',,,
6,1,MPINA,MASWA 'C',,,
7,1,Daudi Mpina,"MEATU ""A""",,,
8,1,Mpina - Yohana,"MEATU ""B"" ",,,
9,1,KAPAMA,SHINYANGA VIJIJIN,,,
10,1,SHINYANGA MJINI,SHINYANGA MJINI,,,
